url,name,address,score,review_counts,price,category,open_time,amenities
https://www.yelp.com/biz/spicy-bbq-restaurant-los-angeles?osq=Restaurants,Spicy BBQ Restaurant,"5101 Santa Monica Blvd Los Angeles, CA 90029",4.5 star rating,613 reviews,$$,"Barbeque, Thai","Mon
11:00 AM - 3:00 PM
4:00 PM - 9:00 PM
Tue
11:00 AM - 3:00 PM
4:00 PM - 9:00 PM
Wed
11:00 AM - 3:00 PM
4:00 PM - 9:00 PM
Thu
11:00 AM - 3:00 PM
4:00 PM - 9:00 PM
Open now
Fri
11:00 AM - 3:00 PM
4:00 PM - 9:00 PM
Sat
11:00 AM - 3:00 PM
4:00 PM - 9:00 PM
Sun
11:00 AM - 3:00 PM
4:00 PM - 9:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Staff wears masks
Pescatarian Options
Vegan Options
Masks required
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual, Classy
Moderate Noise
Offers Catering
Good For Kids
Good for Dinner
Private Lot Parking
Waiter Service
Free Wi-Fi
Wheelchair Accessible
TV
No Outdoor Seating
Not Good For Groups
No Happy Hour
No Alcohol
No Drive-Thru
Dogs Not Allowed
No Heated Outdoor Seating
No Covered Outdoor Seating
Bike Parking
Bring your own container allowed
Provides reusable tableware
Show Less"
https://www.yelp.com/biz/belkin-cafe-los-angeles?osq=Restaurants,Belkin Cafe,"12045 East Waterfront Dr Bldg 2 Los Angeles, CA 90094",5 star rating,4 reviews,$$,American (New),,"Amenities and More
Offers Delivery
Offers Takeout
No Reservations
Accepts Credit Cards
Outdoor Seating
Good for Groups
Good For Kids
TV
No Wi-Fi
Bike Parking
Show Less"
https://www.yelp.com/biz/bazille-santa-monica-2?osq=Restaurants,Bazille,"220 Broadway Santa Monica, CA 90401",4.5 star rating,39 reviews,$$,"American (New), Cocktail Bars","Mon
11:00 AM - 5:00 PM
Tue
11:00 AM - 5:00 PM
Wed
11:00 AM - 5:00 PM
Thu
11:00 AM - 5:00 PM
Open now
Fri
11:00 AM - 5:00 PM
Sat
11:00 AM - 5:00 PM
Sun
12:00 PM - 5:00 PM","Amenities and More
Health ScoreA
Offers Takeout
No Reservations
No Delivery
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual
Quiet
Casual Dress
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking
Waiter Service
Full Bar
TV
No Outdoor Seating
Offers Catering
No Wi-Fi
No Heated Outdoor Seating
Bike Parking
Show Less"
https://www.yelp.com/biz/gangnam-station-korean-bbq-los-angeles?osq=Restaurants,Gangnam Station Korean BBQ,"3785 Wilshire Blvd Unit 217 Los Angeles, CA 90010",4.5 star rating,843 reviews,$$,"Korean, Barbeque, Buffets","Mon
11:30 AM - 2:00 AM (Next day)
Tue
11:30 AM - 2:00 AM (Next day)
Wed
11:30 AM - 2:00 AM (Next day)
Thu
11:30 AM - 2:00 AM (Next day)
Open now
Fri
11:30 AM - 4:00 AM (Next day)
Sat
11:30 AM - 4:00 AM (Next day)
Sun
11:30 AM - 2:00 AM (Next day)","Amenities and More
Takes Reservations
No Delivery
No Takeout
All staff fully vaccinated
Staff wears masks
Masks required
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Casual, Trendy
Moderate Noise
Offers Catering
Good for Groups
Good for Lunch, Dinner
Private Lot Parking
Waiter Service
Free Wi-Fi
Happy Hour Specials
Full Bar
Asian-owned
Open to All
No Outdoor Seating
No Drive-Thru
Dogs Not Allowed
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
No Bike Parking
Show Less"
https://www.yelp.com/biz/thai-plate-restaurant-inglewood?osq=Restaurants,Thai Plate Restaurant,"10311 S Hawthorne Blvd Inglewood, CA 90304",3.5 star rating,231 reviews,$$,Thai,"Mon
11:00 AM - 9:30 PM
Tue
11:00 AM - 9:00 PM
Wed
11:00 AM - 9:00 PM
Thu
11:00 AM - 9:00 PM
Open now
Fri
11:00 AM - 9:00 PM
Sat
11:00 AM - 9:00 PM
Sun
11:00 AM - 9:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Casual
Quiet
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking
Beer & Wine Only
TV
Gender-neutral restrooms
No Outdoor Seating
No Wi-Fi
Dogs Not Allowed
No Bike Parking
Show Less"
https://www.yelp.com/biz/foodshop-los-angeles?osq=Restaurants,FoodShop,"Los Angeles, CA 90291",4.5 star rating,24 reviews,$$$$,American (Traditional),,"Amenities and More
Takes Reservations
No Delivery
No Takeout
Many Vegetarian Options
Accepts Credit Cards
Good for Groups
Good for Dinner
TV
No Outdoor Seating
Offers Catering
Not Good For Kids
No Wi-Fi
No Bike Parking
Show Less"
https://www.yelp.com/biz/pho-legend-los-angeles-3?osq=Restaurants,Pho Legend,"209 S Vermont Ave Los Angeles, CA 90004",4 star rating,369 reviews,$$,"Noodles, Soup, Vietnamese","Mon
10:00 AM - 10:00 PM
Tue
10:00 AM - 10:00 PM
Wed
10:00 AM - 10:00 PM
Thu
10:00 AM - 10:00 PM
Open now
Fri
10:00 AM - 10:00 PM
Sat
10:00 AM - 10:00 PM
Sun
10:00 AM - 10:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Masks required
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Casual, Classy
Moderate Noise
Good for Groups
Good For Kids
Good for Brunch, Lunch, Dinner, Late Night
Street Parking, Private Lot Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
Wheelchair Accessible
TV
Offers Catering
No Happy Hour
Dogs Not Allowed
Bike Parking
Show Less"
https://www.yelp.com/biz/zoodle-garden-los-angeles-2?osq=Restaurants,Zoodle Garden,"1842 W Washington Blvd Los Angeles, CA 90007",,,,"Noodles, Salad, Food Delivery Services","Mon
7:00 PM - 3:00 AM (Next day)
Tue
7:00 PM - 3:00 AM (Next day)
Wed
7:00 PM - 3:00 AM (Next day)
Thu
Closed
Closed now
Fri
7:00 PM - 3:00 AM (Next day)
Sat
7:00 PM - 3:00 AM (Next day)
Sun
7:00 PM - 3:00 AM (Next day)","Amenities and More
Offers Delivery
Virtual restaurant"
https://www.yelp.com/biz/yerim-korean-bbq-los-angeles-2?osq=Restaurants,Yerim Korean BBQ,"300 S Hobart Blvd Ste 100 Los Angeles, CA 90020",4 star rating,347 reviews,$$$,"Korean, Barbeque","Mon
11:00 AM - 9:00 PM
Tue
11:00 AM - 9:00 PM
Wed
11:00 AM - 9:00 PM
Thu
11:00 AM - 9:00 PM
Open now
Fri
11:00 AM - 11:00 PM
Sat
11:00 AM - 11:00 PM
Sun
11:00 AM - 11:00 PM","Amenities and More
Health ScoreA
No Reservations
No Delivery
No Takeout
Masks required
Staff wears masks
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
Wheelchair Accessible
TV
Women-owned
Offers Catering
No Happy Hour
Dogs Not Allowed
Bike Parking
Show Less"
https://www.yelp.com/biz/castle-bbq-los-angeles?osq=Restaurants,Castle BBQ,"473 N Western Ave Ste 1 Los Angeles, CA 90004",3.5 star rating,1624 reviews,$$,"Barbeque, Korean","Mon
10:30 AM - 11:30 PM
Tue
10:30 AM - 11:30 PM
Wed
10:30 AM - 11:30 PM
Thu
10:30 AM - 11:30 PM
Open now
Fri
10:30 AM - 12:00 AM (Next day)
Sat
10:30 AM - 12:00 AM (Next day)
Sun
10:30 AM - 11:30 PM","Amenities and More
Health ScoreA
Takes Reservations
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking, Valet Parking
Beer & Wine Only
TV
Offers Catering
No Wi-Fi
No Happy Hour
Dogs Not Allowed
No Bike Parking
Show Less"
https://www.yelp.com/biz/the-rooftop-at-the-wayfarer-downtown-la-los-angeles?osq=Restaurants,The Rooftop at The Wayfarer Downtown LA,"813 Flower St Los Angeles, CA 90017",3.5 star rating,545 reviews,$$$,"American (New), Cocktail Bars, Tiki Bars","Mon
11:00 AM - 11:00 PM
Tue
11:00 AM - 11:00 PM
Wed
11:00 AM - 11:00 PM
Thu
11:00 AM - 11:00 PM
Open now
Fri
11:00 AM - 11:00 PM
Sat
10:00 AM - 11:00 PM
Sun
10:00 AM - 11:00 PM","Amenities and More
Takes Reservations
No Delivery
No Takeout
Masks required
Staff wears masks
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Hipster, Casual, Touristy, Trendy, Romantic, Classy
Moderate Noise
Casual Dress
Good for Groups
Good for Dinner
Street Parking
Waiter Service
Free Wi-Fi
Best nights on Wednesday, Friday, Saturday
Full Bar
Wheelchair Accessible
Gender-neutral restrooms
Open to All
Heated Outdoor Seating
Private Dining
Offers Catering
No Happy Hour
No Smoking
Dogs Not Allowed
No TV
No Covered Outdoor Seating
Compostable containers available
Plastic-free packaging
Provides reusable tableware
No Bike Parking
Show Less"
https://www.yelp.com/biz/tempura-endo-beverly-hills-2?osq=Restaurants,Tempura Endo,"9777 S Santa Monica Blvd Beverly Hills, CA 90210",4 star rating,116 reviews,$$$$,"Japanese, Seafood","Mon
5:30 PM - 10:00 PM
Tue
5:30 PM - 10:00 PM
Wed
5:30 PM - 10:00 PM
Thu
5:30 PM - 10:00 PM
Closed now
Fri
5:30 PM - 10:30 PM
Sat
5:30 PM - 10:30 PM
Sun
5:30 PM - 10:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Takeout
No Delivery
Masks required
Staff wears masks
Vegan Options
Accepts Credit Cards
Accepts Apple Pay
Classy, Upscale
Quiet
Good for Groups
Good for Dinner
Garage Parking, Street Parking
Waiter Service
Beer & Wine Only
Wheelchair Accessible
Gender-neutral restrooms
Open to All
Private Dining
No Outdoor Seating
Offers Catering
Not Good For Kids
No Wi-Fi
No Happy Hour
No Drive-Thru
Dogs Not Allowed
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
Provides reusable tableware
No Bike Parking
Show Less"
https://www.yelp.com/biz/ingos-tasty-diner-santa-monica?osq=Restaurants,Ingo's Tasty Diner,"1213 Wilshire Blvd Santa Monica, CA 90403",4.5 star rating,661 reviews,$$,"American (New), Breakfast & Brunch, Lounges",,"Amenities and More
Takes Reservations
Offers Delivery
Offers Takeout
Masks required
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Classy, Casual
Moderate Noise
Casual Dress
Good for Groups
Good For Kids
Good for Dinner
Street Parking
Waiter Service
Happy Hour Specials
Full Bar
Smoking Outside Only
Wheelchair Accessible
TV
Gender-neutral restrooms
Open to All
Offers Catering
Not Good For Dancing
No Pool Table
No Wi-Fi
Dogs Not Allowed
Bike Parking
Show Less"
https://www.yelp.com/biz/grilled-fraiche-hyde-park-los-angeles?osq=Restaurants,Grilled Fraiche - Hyde Park,"5800 W Blvd Los Angeles, CA 90043",4.5 star rating,432 reviews,$$,"Caribbean, Seafood, Vegetarian","Mon
Closed
Tue
11:00 AM - 9:00 PM
Wed
11:00 AM - 9:00 PM
Thu
11:00 AM - 9:00 PM
Open now
Fri
11:00 AM - 9:00 PM
Sat
9:00 AM - 9:00 PM
Sun
9:00 AM - 5:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Masks required
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Accepts Android Pay
Accepts Cryptocurrency
Casual, Classy
Moderate Noise
Offers Catering
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Wheelchair Accessible
Women-owned
Offers Military Discount
Open to All
Covered Outdoor Seating
Not Good For Groups
No Waiter Service
No Wi-Fi
No Happy Hour
No Alcohol
Dogs Not Allowed
No TV
No Heated Outdoor Seating
Bike Parking
Show Less"
https://www.yelp.com/biz/dodgers-home-plates-west-hollywood?osq=Restaurants,Dodgers Home Plates,"11419 Santa Monica Blvd West Hollywood, CA 90038",4.5 star rating,3 reviews,,American (New),"Mon
4:30 AM - 9:30 AM
Tue
4:30 AM - 9:30 AM
Wed
3:00 PM - 10:00 PM
Thu
4:00 PM - 10:30 PM
Closed now
Fri
3:00 PM - 10:30 PM
Sat
10:30 AM - 8:30 PM
Sun
4:30 PM - 9:30 PM",
https://www.yelp.com/biz/san-laurel-los-angeles-3?osq=Restaurants,San Laurel,"100 S Grand Ave Los Angeles, CA 90012",4 star rating,130 reviews,$$$$,"Spanish, Breakfast & Brunch, Cocktail Bars","Mon
7:00 AM - 12:00 PM
5:00 PM - 11:00 PM
Tue
7:00 AM - 12:00 PM
5:00 PM - 11:00 PM
Wed
7:00 AM - 12:00 PM
5:00 PM - 11:00 PM
Thu
7:00 AM - 12:00 PM
5:00 PM - 11:00 PM
Closed now
Fri
7:00 AM - 12:00 PM
5:00 PM - 11:00 PM
Sat
7:00 AM - 12:00 PM
5:00 PM - 11:00 PM
Sun
7:00 AM - 12:00 PM
5:00 PM - 11:00 PM","Amenities and More
Takes Reservations
Accepts Credit Cards
Outdoor Seating
Intimate, Classy
Good for Groups
Good for Dinner
Valet Parking, Street Parking, Private Lot Parking, Validated Parking
Waiter Service
Free Wi-Fi
Full Bar
Wheelchair Accessible
Gender-neutral restrooms
Covered Outdoor Seating
EV charging station available
Show Less"
https://www.yelp.com/biz/galanga-thai-fusion-west-hollywood?osq=Restaurants,Galanga Thai Fusion,"7440 Santa Monica Blvd West Hollywood, CA 90046",4.5 star rating,811 reviews,$$,Thai,"Mon
11:00 AM - 3:00 PM
5:00 PM - 9:00 PM
Tue
11:00 AM - 3:00 PM
5:00 PM - 9:00 PM
Wed
11:00 AM - 3:00 PM
5:00 PM - 9:00 PM
Thu
11:00 AM - 3:00 PM
5:00 PM - 9:00 PM
Open now
Fri
11:00 AM - 3:00 PM
5:00 PM - 9:00 PM
Sat
11:00 AM - 3:00 PM
5:00 PM - 9:00 PM
Sun
3:00 PM - 8:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Masks required
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Classy, Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Waiter Service
Happy Hour Specials
Dogs Allowed
Wheelchair Accessible
Gender-neutral restrooms
No Wi-Fi
No Alcohol
No TV
Bike Parking
Show Less"
https://www.yelp.com/biz/judis-deli-los-angeles?osq=Restaurants,Judi's Deli,"8631 W 3rd St Ste 305 Los Angeles, CA 90048",3 star rating,80 reviews,$,"American (Traditional), Soup, Breakfast & Brunch","Mon
7:00 AM - 6:00 PM
Tue
7:00 AM - 6:00 PM
Wed
7:00 AM - 6:00 PM
Thu
7:00 AM - 6:00 PM
Open now
Fri
7:00 AM - 6:00 PM
Sat
Closed
Sun
Closed","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
All staff fully vaccinated
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Casual
Moderate Noise
Offers Catering
Good For Kids
Good for Breakfast, Brunch, Lunch
Garage Parking
Waiter Service
Wheelchair Accessible
Gender-neutral restrooms
Asian-owned
Open to All
No Outdoor Seating
Not Good For Groups
No Wi-Fi
No Happy Hour
No Alcohol
No Drive-Thru
Dogs Not Allowed
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
No Bike Parking
Show Less"
https://www.yelp.com/biz/furaibo-restaurant-los-angeles-2?osq=Restaurants,Furaibo Restaurant,"2068 Sawtelle Blvd Los Angeles, CA 90025",3.5 star rating,1179 reviews,$$,"Japanese, Seafood, Chicken Shop","Mon
11:30 AM - 2:00 PM
5:00 PM - 10:00 PM
Tue
11:30 AM - 2:00 PM
5:00 PM - 10:00 PM
Wed
11:30 AM - 2:00 PM
5:00 PM - 10:00 PM
Thu
11:30 AM - 2:00 PM
5:00 PM - 10:00 PM
Open now
Fri
11:30 AM - 2:00 PM
5:00 PM - 10:30 PM
Sat
11:30 AM - 2:00 PM
5:00 PM - 10:30 PM
Sun
11:30 AM - 2:00 PM
5:00 PM - 10:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Staff wears masks
Vegan Options
Limited Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Classy, Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Dinner
Garage Parking, Street Parking, Private Lot Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
Wheelchair Accessible
Open to All
Offers Catering
Dogs Not Allowed
No TV
Bike Parking
Show Less"
https://www.yelp.com/biz/marlou-dtla-los-angeles-4?osq=Restaurants,Marlou DTLA,"819 S Flower St Los Angeles, CA 90017",4.5 star rating,237 reviews,,"American (New), Cocktail Bars, Breakfast & Brunch","Mon
11:00 AM - 3:00 PM
4:00 PM - 10:00 PM
Tue
11:00 AM - 3:00 PM
4:00 PM - 10:00 PM
Wed
11:00 AM - 3:00 PM
4:00 PM - 10:00 PM
Thu
11:00 AM - 3:00 PM
4:00 PM - 10:00 PM
Open now
Fri
11:00 AM - 3:00 PM
4:00 PM - 12:00 AM (Next day)
Sat
10:00 AM - 3:00 PM
4:00 PM - 12:00 AM (Next day)
Sun
10:00 AM - 3:00 PM
4:00 PM - 10:00 PM","Amenities and More
Takes Reservations
Offers Delivery
Offers Takeout
All staff fully vaccinated
Staff wears masks
Vegan Options
Masks required
Accepts Credit Cards
Accepts Cryptocurrency
Trendy, Intimate, Romantic, Classy
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good for Dinner
Valet Parking, Street Parking, Private Lot Parking
Waiter Service
Free Wi-Fi
Full Bar
Wheelchair Accessible
TV
Private Dining
No Outdoor Seating
No Pool Table
No Happy Hour
No Smoking
No Drive-Thru
Dogs Not Allowed
No Heated Outdoor Seating
No Covered Outdoor Seating
Bike Parking
Plastic-free packaging
Provides reusable tableware
Show Less"
https://www.yelp.com/biz/mels-drive-in-los-angeles?osq=Restaurants,Mel's Drive In,"1650 N Highland Ave Los Angeles, CA 90028",3 star rating,1049 reviews,$$,"American (Traditional), Diners, Breakfast & Brunch","Mon
8:00 AM - 12:00 AM (Next day)
Tue
8:00 AM - 12:00 AM (Next day)
Wed
8:00 AM - 12:00 AM (Next day)
Thu
8:00 AM - 12:00 AM (Next day)
Open now
Fri
8:00 AM - 12:00 AM (Next day)
Sat
8:00 AM - 12:00 AM (Next day)
Sun
8:00 AM - 12:00 AM (Next day)","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Staff wears masks
Vegan Options
Many Vegetarian Options
Masks required
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Touristy, Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Breakfast, Lunch, Late Night
Street Parking, Validated Parking, Private Lot Parking, Valet Parking
Waiter Service
Free Wi-Fi
Happy Hour Specials
Full Bar
Wheelchair Accessible
TV
No Outdoor Seating
Offers Catering
Dogs Not Allowed
Bike Parking
Provides reusable tableware
Show Less"
https://www.yelp.com/biz/thai-town-marketplace-los-angeles?osq=Restaurants,Thai Town Marketplace,"5448 Hollywood Blvd Los Angeles, CA 90027",2 star rating,1 review,,"Thai, Asian Fusion",,"Amenities and More
No Reservations
Private Lot Parking"
https://www.yelp.com/biz/dumpling-house-los-angeles-2?osq=Restaurants,Dumpling House,"3525 W 3rd St Los Angeles, CA 90020",4 star rating,647 reviews,$$,"Korean, Noodles, Specialty Food","Mon
11:00 AM - 9:30 PM
Tue
11:00 AM - 9:30 PM
Wed
Closed
Thu
11:00 AM - 9:30 PM
Open now
Fri
11:00 AM - 9:30 PM
Sat
11:00 AM - 9:30 PM
Sun
11:00 AM - 9:30 PM","Amenities and More
Health ScoreA
No Reservations
Masks required
Staff wears masks
Vegan Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Waiter Service
TV
Offers Catering
No Wi-Fi
No Happy Hour
No Alcohol
Dogs Not Allowed
Bike Parking
Show Less"
https://www.yelp.com/biz/ronis-beverly-hills?osq=Restaurants,Roni's,"9911 S Santa Monica Blvd Beverly Hills, CA 90212",3.5 star rating,182 reviews,$$,"American (Traditional), Italian","Mon
8:00 AM - 8:45 PM
Tue
8:00 AM - 8:45 PM
Wed
8:00 AM - 8:45 PM
Thu
8:00 AM - 8:45 PM
Open now
Fri
8:00 AM - 8:45 PM
Sat
8:00 AM - 8:45 PM
Sun
8:00 AM - 3:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good For Kids
Good for Breakfast, Lunch, Dinner
Street Parking
Free Wi-Fi
Beer & Wine Only
TV
Bike Parking
Show Less"
https://www.yelp.com/biz/la-numero-uno-los-angeles-2?osq=Restaurants,La Numero Uno,"1247 Vine St Los Angeles, CA 90038",4.5 star rating,510 reviews,$$,"Mexican, Salvadoran, Soup","Mon
9:00 AM - 8:00 PM
Tue
9:00 AM - 8:00 PM
Wed
9:00 AM - 8:00 PM
Thu
9:00 AM - 8:00 PM
Open now
Fri
9:00 AM - 8:30 PM
Sat
9:00 AM - 8:30 PM
Sun
Closed","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking
Waiter Service
Wheelchair Accessible
TV
Women-owned
No Wi-Fi
No Happy Hour
No Alcohol
Dogs Not Allowed
No Bike Parking
Show Less"
https://www.yelp.com/biz/el-rinconcito-los-angeles-3?osq=Restaurants,El Rinconcito,"1668 W Adams Blvd Los Angeles, CA 90007",3 star rating,5 reviews,$,Latin American,"Mon
8:00 AM - 10:00 PM
Tue
8:00 AM - 10:00 PM
Wed
8:00 AM - 10:00 PM
Thu
8:00 AM - 10:00 PM
Open now
Fri
8:00 AM - 10:00 PM
Sat
8:00 AM - 10:00 PM
Sun
8:00 AM - 10:00 PM","Amenities and More
Offers Takeout
No Reservations
No Delivery
Many Vegetarian Options
Accepts Credit Cards
Classy
Moderate Noise
Good for Groups
Good For Kids
Waiter Service
Wheelchair Accessible
TV
No Outdoor Seating
No Wi-Fi
No Alcohol
Bike Parking
Show Less"
https://www.yelp.com/biz/palms-thai-restaurant-los-angeles-5?osq=Restaurants,Palms Thai Restaurant,"5900 Hollywood Blvd Ste B Los Angeles, CA 90028",4 star rating,3004 reviews,$$,"Seafood, Thai, Barbeque","Mon
11:00 AM - 10:00 PM
Tue
11:00 AM - 10:00 PM
Wed
11:00 AM - 10:00 PM
Thu
11:00 AM - 10:00 PM
Open now
Fri
11:00 AM - 11:00 PM
Sat
11:00 AM - 11:00 PM
Sun
11:00 AM - 10:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Masks required
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Classy, Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Garage Parking, Street Parking, Private Lot Parking, Valet Parking
Offers Catering
No Waiter Service
No Wi-Fi
No Alcohol
Dogs Not Allowed
No TV
Provides reusable tableware
No Bike Parking
Show Less"
https://www.yelp.com/biz/thai-vegan-santa-monica?osq=Restaurants,Thai Vegan,"2400 Main St Ste B1 Santa Monica, CA 90405",4 star rating,889 reviews,$$,"Thai, Noodles, Soup","Mon
11:00 AM - 9:30 PM
Tue
11:00 AM - 9:30 PM
Wed
11:00 AM - 9:30 PM
Thu
11:00 AM - 9:30 PM
Open now
Fri
11:00 AM - 9:30 PM
Sat
Closed
Sun
Closed","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Masks required
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Classy, Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Free Wi-Fi
Gender-neutral restrooms
Offers Catering
No Waiter Service
No Alcohol
No TV
Bike Parking
Show Less"
https://www.yelp.com/biz/slab-barbecue-los-angeles?osq=Restaurants,Slab Barbecue,"8136 W 3rd St Los Angeles, CA 90048",4 star rating,557 reviews,$$,"Barbeque, Caterers, American (Traditional)","Mon
11:00 AM - 9:00 PM
Tue
11:00 AM - 9:00 PM
Wed
11:00 AM - 9:00 PM
Thu
11:00 AM - 9:00 PM
Open now
Fri
11:00 AM - 9:00 PM
Sat
11:00 AM - 9:00 PM
Sun
11:00 AM - 9:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Staff wears masks
Vegan Options
Limited Vegetarian Options
Masks required
Accepts Credit Cards
Outdoor Seating
Casual, Trendy, Classy
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Valet Parking, Street Parking, Private Lot Parking
Free Wi-Fi
Beer & Wine Only
TV
Covered Outdoor Seating
No Waiter Service
No Happy Hour
No Drive-Thru
Dogs Not Allowed
No Heated Outdoor Seating
Compostable containers available
Show Less"
https://www.yelp.com/biz/thai-ocean-los-angeles?osq=Restaurants,Thai Ocean,"747 S Vermont Ave Los Angeles, CA 90005",3.5 star rating,60 reviews,$,Thai,,"Amenities and More
Health ScoreA
Offers Takeout
No Reservations
No Delivery
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Classy
Quiet
Good for Groups
Good For Kids
Street Parking, Private Lot Parking
TV
No Outdoor Seating
Offers Catering
No Wi-Fi
No Alcohol
Bike Parking
Show Less"
https://www.yelp.com/biz/kali-restaurant-los-angeles?osq=Restaurants,Kali Restaurant,"5722 Melrose Ave Los Angeles, CA 90038",4.5 star rating,720 reviews,$$$$,American (New),"Mon
Closed
Tue
Closed
Wed
6:00 PM - 9:30 PM
Thu
6:00 PM - 9:30 PM
Closed now
Fri
6:00 PM - 9:30 PM
Sat
6:00 PM - 9:30 PM
Sun
6:00 PM - 9:30 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Masks required
Staff wears masks
Vegan Options
Limited Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Trendy, Classy
Moderate Noise
Offers Catering
Good for Groups
Good for Dinner
Street Parking, Private Lot Parking, Valet Parking
Waiter Service
Free Wi-Fi
Full Bar
Wheelchair Accessible
Gender-neutral restrooms
Open to All
Not Good For Kids
No Happy Hour
Dogs Not Allowed
No TV
Bike Parking
Show Less"
